# APOGEE_ID,NVISITS,SNR,J,J_ERR,H,H_ERR,K,K_ERR,AK,AK_SRC,RA,DEC,GLON,GLAT,PMRA,PMDEC,PM_SRC,TEFF,TEFF_ERR,LOGG,LOGG_ERR,FE_H,FE_H_ERR,SPARAMTYPE,STARTYPE,MSTAR,MSTAR_ERR,RSTAR,RSTAR_ERR,DIST,DIST_ERR,MSTAR_SRC,VJITTER,BASELINE,SIGMA_V,SIG_RVVAR,PERIOD,PERIOD_ERR,SEMIAMP,SEMIAMP_ERR,ECC,ECC_ERR,OMEGA,T0,TPERI,V0,SLOPE,NITER,CHI2,DOF,FIT_RMS,PUI,VUI,MASSFN,MSINI,SEMIMAJ,
2M00110648+6609349,12,112.226,14.027,0.028,12.92,0.034,12.474,0.028,0.54162,RJCE_WISE_OPS    ,2.777008,66.159721,118.866239428,3.60698843699,0,0,none                ,4782.99,91.4667,2.26001,0.106893,-0.370823,0.0401821,1,RG ,0.923444,0.427407,0.0548711,0.0107539,5277.16,865.159,3,84.5306,410.895,164.638496399,18.8628635406,244.535639881,4.85101489004,5132.24854868,2747.07176512,0.661045940954,0.213551771249,-1.60186234448,2456020.48119,2456138.30599,-26572.5897816,0,12,17.4621629771,7,208.121771703,0.740283191204,0.774855792522,0.00144700831529,0.116063608774,0.688696214995,
2M00114326+7112562,11,91.8765,14.034,0.031,13.249,0.04,13.025,0.035,0.318545,RJCE_WISE_PARTSKY,2.930279,71.21563,119.712815998,8.59268577515,-4,-6,NOMAD               ,4597.61,91.4667,3.22628,0.106893,-0.534219,0.0400219,1,RG ,1.25194,0.394387,0.0210037,0.00206483,2827.35,119.86,3,21.8551,407.779,281.692687988,140.206893921,25.5561050785,0.0533879412752,41817.5234878,1912.22819186,0.18883809035,0.0478491578275,2.33427241895,2455864.52549,2455866.67117,13573652.5203,-5.56069251214,16,4.91201318731,5,297.555829919,0.686498463154,0.939873933792,0.183373713514,0.966303676428,0.12498009203,
2M00225114+6202031,12,110.708,13.894,0.023,13.279,0.032,13.034,0.029,0.216648,RJCE_WISE_OPS    ,5.713117,62.034195,119.587232774,-0.651633906891,0,0,NOMAD               ,4444.7,91.5,4.53759,0.11,-0.12926,0.05,2,MS ,0.659883,0.0422325,0.00330267,0.000105685,472.313,259.267,0,3.48589,400.853,213.326377869,11.0533180237,20.218648296,0.0339936800679,1958.35221354,0,0.842250275416,0.045031962645,0.605557699442,2455842.3917,2455842.22458,-28783697.7669,11.7110585835,13,8.17767641083,6,159.517649004,0.946632027626,0.529876172543,2.46503155377e-06,0.0103455939675,0.125145448745,
2M00230781+6635311,12,107.455,14.01,0.026,13.29,0.033,13.012,0.028,0.326808,RJCE_WISE_OPS    ,5.782579,66.591995,120.120022217,3.87506286823,0,0,NOMAD               ,5158.02,91.4667,3.43169,0.106893,0.132665,0.0361381,1,RG ,2.25146,1.15038,0.0222347,0.00497789,3134.44,202.272,3,16.3934,410.895,160.638206482,6.06006383896,49.5623712524,0.199274822939,2441.77959459,1644.24065561,0.762398839637,0.157842951562,-2.00119938099,2455879.59123,2455890.61432,-525660.163973,0.205882645474,18,17.4478921547,6,194.656104751,0.927364647388,0.812822043896,2.0259218376e-05,0.0474852743897,0.341305011366,
2M00241366+5907430,12,172.192,13.432,0.029,12.619,0.032,12.353,0.022,0.263467,RJCE_WISE_ALLSKY ,6.056927,59.128628,119.440744679,-3.55841307051,-6,-2,NOMAD               ,4632.1,91.4667,2.24952,0.106893,-0.554713,0.0391362,1,RG ,1.34544,0.404444,0.0670373,0.00578454,6827.54,151.61,3,85.7814,350.989,105.835723877,36.1379776001,199.301003886,3.77228328146,4067.56996231,66.481534244,0.1258937029,0.0497744027828,-2.35164741114,2455988.50259,2456057.36982,-171013.516558,0,17,11.5790656006,7,111.561434241,0.789539635181,0.723109722137,0.00135684155283,0.144409880567,0.688722196535,
2M00283822+5833027,12,136.301,13.399,0.023,12.8,0.029,12.656,0.023,0.0844561,RJCE_WISE_ALLSKY ,7.159273,58.55077,119.953478679,-4.18892183731,40,2,NOMAD               ,4928.7,91.5,4.51909,0.11,0.18498,0.05,2,MS ,0.844387,0.0540408,0.00382219,0.00012231,525.967,710.69,0,3.57734,350.989,130.830818176,10.1188573837,86.5190011984,0.710899683143,967.272460938,0,0.699342777578,0.209737932756,-0.704758887635,2455904.32572,2455893.58144,-13446291.0809,5.47932162032,9,2.397535393,6,71.5514052624,0.871971666813,0.866014778614,2.96284552508e-06,0.0129620720962,0.35818403292,
2M00283971+8530377,9,216.249,12.221,0.029,11.708,0.032,11.589,0.021,0.0367201,WISE             ,7.16548,85.51049,122.449730442,22.660234225,-6.09,3.59,N188                ,4882.45,91.4667,3.31273,0.106893,0.0954517,0.0325849,1,RG ,1.22833,0.820718,0.0188337,0.00584946,1522.3,157.933,3,19.3638,840.63,64.2399673462,3.02063632011,41.2650486238,0.0675209269654,285.662711743,33.248248707,0.565649175705,0.0855404358881,-0.273599712598,2455829.14356,2455824.6486,-48908.564323,0,12,0.572662556181,4,16.9548967518,0.885946393013,0.737340271473,5.58943327668e-08,0.00439574007151,0.249683722148,
2M00293898+6641295,12,96.5458,14.168,0.039,13.234,0.037,12.819,0.023,0.549882,RJCE_WISE_OPS    ,7.412421,66.691551,120.774331682,3.91126546698,0,0,NOMAD               ,4630.1,91.4667,2.41843,0.106893,-0.569554,0.040541,1,RG ,1.35207,0.408028,0.0553257,0.00483043,6121.41,145.746,3,67.7171,410.895,276.551597595,23.7250385284,43.6527105313,0.154586195888,8733.87658492,212.607587884,0.120980777681,0.0307365218931,2.02870133712,2455881.47677,2455883.97175,21557432.3919,-8.82000321228,14,7.94929611492,6,255.022360695,0.936091959476,0.915286362171,0.00294746916419,0.191498275288,0.245613494688,
2M00295684+6356284,12,113.921,13.967,0.024,12.89,0.033,12.481,0.029,0.53703,RJCE_WISE_OPS    ,7.486841,63.941235,120.574056333,1.16805752313,0,0,none                ,5115.56,91.4667,3.08679,0.106893,-0.170303,0.0386765,1,RG ,2.1906,0.993817,0.0326234,0.00621646,3274.47,157.322,3,26.5679,400.853,122.575325012,10.1401090622,94.0011992444,0.734785767686,2105.0768696,221.544930477,0.441890758489,0.0767737763303,1.53798458861,2455883.13508,2455882.96461,-111694.793609,0,14,6.55122920022,7,105.165697314,0.896135687828,0.883806586266,6.55898633594e-05,0.0694523688812,0.514641380122,
2M00301928+6648359,11,120.648,14.12,0.024,12.989,0.032,12.533,0.028,0.621486,RJCE_WISE_OPS    ,7.580366,66.809982,120.850451801,4.02375616464,0,0,none                ,5011.42,91.4667,2.82583,0.106893,-0.379957,0.0407318,1,RG ,1.17413,0.448123,0.032254,0.00470421,3163.94,340.307,3,38.2834,410.895,161.277755737,2.91103410721,18.2208432361,0.0269330304595,713.47071076,1029.29594909,0.460341090519,0.443723528963,-1.77687977018,2455863.47799,2455871.16977,-6035987.5013,2.41062798961,15,2.81532432884,5,148.528871859,0.835852503777,0.848531842232,4.79710804761e-07,0.0087554210769,0.142256422014,
2M00330093+8454150,9,208.845,11.838,0.026,11.543,0.03,11.482,0.022,0,None             ,8.253906,84.904175,122.491050538,22.0483565733,-11.43,-2.63,N188                ,5425.9,91.5,4.03903,0.11,-0.10033,0.05,2,SG ,1.06801,0.0683526,0.00753088,0.000240988,656.348,649.427,0,7.00523,840.63,98.9620132446,3.62306785583,10.9250020032,0.00473278443548,502.726850336,73.1192525389,0.674078957439,0.107334384093,1.63774137167,2455822.95312,2455822.96987,-4308.4964898,0,17,1.39741795404,4,42.4447545597,0.891753911972,0.90865111351,5.79658718501e-08,0.00405385369643,0.0982441719323,
2M00334291+6236198,11,123.898,14.024,0.032,12.858,0.035,12.519,0.026,0.549882,RJCE_WISE_OPS    ,8.428798,62.605503,120.894884177,-0.195988020515,0,0,none                ,5026.27,91.4667,2.55518,0.106893,-0.136952,0.0377307,1,RG ,2.98535,1.55181,0.0702343,0.0160782,7046.98,123.011,3,55.9188,400.853,153.804214478,2.95031762123,14.5684667977,0.0176490626293,721.487501478,128.354783989,0.291775396802,0.10384195918,1.46913385612,2455837.44941,2455837.3257,1212445.7645,-0.526813792072,12,3.57492989762,5,100.584496179,0.925987243652,0.934841215611,4.96088783969e-07,0.016472922513,0.167474435301,
2M00334320+8523017,9,89.3364,13.271,0.029,13.002,0.033,12.996,0.03,0.0110163,WISE             ,8.430007,85.38382,122.546385193,22.5254934817,-2.67,4.08,N188                ,6357.4,91.5,4.31898,0.11,0.059662,0.05,2,MS ,1.26362,0.0808718,0.00595252,0.000190481,1070.16,1008.21,0,4.73393,840.63,296.837585449,2.98684287071,76.5728697203,0.232500301506,2737.65173119,43903.8942324,0.898876817931,2.63481039014,-1.68949047587,2455879.91297,2455906.76686,-69833.7397106,0,26,5.86424295592,4,225.647678544,0.88425797224,0.948553621769,1.36978654246e-05,0.0283830441316,0.375912917254,
2M00344509+8512058,9,83.8022,13.559,0.03,13.121,0.04,13.005,0.031,0.0192781,WISE             ,8.687876,85.201637,122.554988584,22.342258418,-5.53,-0.66,N188                ,5255.09,91.4667,3.75699,0.106893,0.150057,0.036436,1,SG ,1.23763,0.0792084,0.0112213,0.000359083,1925.17,3656.27,0,10.3966,840.63,161.643356323,45.2928276062,123.736186504,0.607109638445,8414.88560046,95.4955345299,0.117927359941,0.0178222703511,-1.38247005523,2455890.8605,2455833.65268,-41577.2783289,0,14,8.57429019108,4,141.752594428,0.907054424286,0.833992004395,0.00748066792174,0.255486763142,0.46039315539,
2M00370172+8455256,9,99.674,13.071,0.029,12.703,0.027,12.697,0.026,0,None             ,9.25717,84.923798,122.58824018,22.0618203666,-3.01,-7.87,N188                ,6019.01,91.4667,3.86909,0.106893,-0.434377,0.046051,1,SG ,1.24885,0.0799266,0.0100626,0.000322003,1595.44,9601.01,0,8.88666,840.63,322.094146729,3.70934152603,13.4668955965,0.00719132075358,1889.32786073,200.121232103,0.475557500603,0.0659915309598,-0.319796994178,2455819.71052,2455817.75327,-38727.1245108,0,15,0.53612562363,4,106.684562797,0.950214326382,0.873617768288,6.40608357804e-06,0.0217877246495,0.117924304611,
2M00393636+8359378,9,522.328,10.389,0.027,9.601,0.034,9.424,0.02,0.0615056,RJCE_WISE_OPS    ,9.90154,83.993851,122.600262944,21.1298754982,0,0,NOMAD               ,4063.62,91.4667,1.12311,0.106893,-0.626156,0.0369445,1,RG ,1.14986,0.369316,0.226677,0.023387,6078.82,46.1631,3,415.155,840.63,35.9535675049,158.399261475,125.630716241,0.625842922184,7093.54622068,81.8914541675,0.398511913182,0.00559726967238,0.753570335934,2455912.73186,2455905.85538,-69625.8889603,0,17,14.4600805429,4,43.3667687465,0.899405956268,0.78238093853,0.00358465975963,0.185596143232,0.465461704768,
2M00394524+8449597,9,75.5826,13.548,0.032,13.186,0.036,13.07,0.037,0.0348842,RJCE_WISE_OPS    ,9.938524,84.83326,122.648414153,21.9680968847,-5.89,-0.86,N188                ,5743.24,91.4667,3.81339,0.106893,0.193773,0.0383684,1,SG ,1.38805,0.0888354,0.0111628,0.00035721,2012.29,6249.97,0,9.60733,840.63,202.319351196,2.9950928688,0.570610867501,1.29108177587e-05,811.246764143,184.81566822,0.134290347074,0.173045793206,1.57284936747,2455816.46887,2455816.46902,-41887.1937976,0,22,1.05464305274,4,122.842288749,0.908182740211,0.834712743759,3.07160815113e-08,0.00390424984209,0.0149903565191,
2M00471754+8456301,9,119.1,12.975,0.027,12.472,0.031,12.373,0.026,0.00826198,RJCE_WISE_OPS    ,11.823105,84.941719,122.833335689,22.0709163473,21,-7,N188                ,5126,91.5,4.2127,0.11,-0.207,0.05,2,MS ,0.891386,0.0570487,0.00561569,0.000179702,716.98,1176.24,0,5.49334,840.63,181.224197388,2.98308348656,66.5096973488,0.175405665496,762.648244631,93.1732420602,0.814593170385,0.0557182044603,-1.96970692273,2455857.16117,2455870.68756,-65495.6856572,0,17,1.89739448076,4,87.6859084841,0.922840893269,0.885271966457,5.96537008278e-07,0.00784231895078,0.307386949643,
2M00475315+8504023,9,167.581,12.271,0.027,12.016,0.03,11.974,0.023,0.00183604,WISE             ,11.971495,85.067329,122.849471034,22.1963014546,-5.07,-1.18,N188                ,6532.8,91.5,4.36776,0.11,-0.13238,0.05,2,MS ,1.23877,0.0792814,0.0056027,0.000179286,638.344,1385.03,0,4.42145,840.63,394.036407471,2.58424472809,36.5890293955,0.0530854436917,2266.00786083,752.080216132,0.807676920339,0.0626836744607,-0.408083380409,2455849.70323,2455848.08331,-15271.4936746,0,22,1.44239832197,4,161.238616896,0.911683022976,0.814184546471,9.04243817134e-06,0.0243438724875,0.228661140246,
2M00513648+8443583,9,170.117,12.294,0.031,11.84,0.033,11.684,0.018,0.0312125,RJCE_WISE_OPS    ,12.902036,84.732887,122.936141288,21.8612919764,-10,-2,NOMAD               ,5020.98,91.4667,3.60973,0.106893,0.334085,0.0313093,1,RG ,1.24858,0.526513,0.0134892,0.0023094,1156.11,170.903,3,12.7769,840.63,86.92993927,30.7091007233,98.321238411,0.383326067435,3262.02913352,250.257487315,0.425878813152,0.0576194181664,-2.68315270684,2455881.90782,2455900.14674,-38638.2290413,0,24,6.38209701045,4,67.8825901577,0.836029112339,0.752484321594,0.000261916119142,0.0772152753254,0.431312807646,
2M01214291+8604187,9,151.039,12.789,0.023,12.092,0.03,11.911,0.027,0.208386,RJCE_WISE_OPS    ,20.428804,86.071869,123.494601197,23.2333942383,-10,10,NOMAD               ,3938,91.5,4.8424,0.11,-0.047259,0.05,2,MS ,0.529928,0.0339154,0.00210049,6.72156e-05,159.597,17.0304,0,2.27509,840.63,182.378128052,3.31405305862,13.7162682234,0.00746011653969,1031.98156139,120.589320844,0.444912017947,0.108256653313,0.429968677966,2455819.64046,2455818.65501,823.031183018,0,16,0.751349963098,4,68.8115421149,0.978021919727,0.925258874893,1.12196347837e-06,0.00686275217738,0.0899768032294,
2M01250592+8444252,9,342.66,10.986,0.027,10.547,0.033,10.417,0.02,0.0110162,RJCE_WISE_OPS    ,21.274687,84.740334,123.76052578,21.9229772591,-10,0,NOMAD               ,5068.02,91.4667,3.59536,0.106893,-0.116993,0.0352287,1,RG ,1.29738,0.791912,0.0139797,0.00390432,686.12,91.9473,3,13.0366,840.63,95.8711166382,7.07590818405,307.213960699,3.742446222,1048.5359129,371.698844633,0.620761725445,0.663856922333,-1.79659471187,2456045.96413,2456163.56886,-63885.3278853,0,13,5.20685122215,4,53.1956016463,0.718802392483,0.83309006691,1.768316397e-05,0.0314899914682,0.956391618202,
2M01304108+8553271,9,571.848,10.225,0.027,9.549,0.028,9.36,0.019,0.0348842,RJCE_WISE_OPS    ,22.671199,85.890884,123.692451757,23.0773695791,0,0,NOMAD               ,4554.66,91.4667,2.24495,0.106893,-0.103354,0.0334815,1,RG ,1.37794,0.927041,0.0681993,0.0213511,1900.54,63.0307,3,86.331,840.63,47.0343093872,11.7285642624,217.051181954,1.86809080933,877.139986173,343.510820218,0.887857320512,0.0783847261965,1.59212402282,2456006.76307,2456006.78321,-3443.65257692,0,8,6.33577993853,4,41.8116890468,0.702514708042,0.719116926193,1.47843122138e-06,0.0142026195674,0.781202591868,
2M01340081+8535530,9,354.581,11.213,0.027,10.64,0.031,10.503,0.022,0.000918508,RJCE_WISE_OPS    ,23.503403,85.598061,123.813071005,22.7994932008,0,0,NOMAD               ,4826.94,91.4667,2.66969,0.106893,-0.251762,0.0359034,1,RG ,1.50377,0.577325,0.0436906,0.00643648,2180.48,139.847,3,47.6364,840.63,61.1190299988,5.54379987717,108.598177424,0.467647639827,420.108769947,29.6828738953,0.325000086189,0.135742371031,1.90133090429,2455880.24014,2455883.01726,2377.61243316,0,13,0.745032963575,4,19.1261425707,0.915254116058,0.806324660778,7.05682441099e-07,0.0117462543984,0.507726289007,
2M01471839+8454501,9,124.316,12.786,0.029,12.076,0.033,11.929,0.023,0.123012,RJCE_WISE_OPS    ,26.826655,84.913918,124.256078353,22.1865896176,20,-8,NOMAD               ,3944.9,91.5,4.76073,0.11,0.066922,0.05,2,MS ,0.546598,0.0349823,0.00232038,7.42522e-05,186.226,26.806,0,2.55065,840.63,177.771484375,2.71971011162,8.77250090552,0.00305155018719,621.623360899,119.431571129,0.663995928562,0.0906962125618,-0.00349074224767,2455824.20196,2455823.71384,-9775.58639029,0,16,2.43887156768,4,101.862273768,0.809524953365,0.83985722065,9.12793833584e-08,0.0030210619835,0.0678125342859,
2M01565559+8526305,9,190.842,11.755,0.025,11.21,0.032,11.027,0.023,0.099144,RJCE_WISE_OPS    ,29.23166,85.441818,124.323815897,22.7482883911,4,8,NOMAD               ,4583.2,91.5,4.67104,0.11,0.077404,0.05,2,MS ,0.715686,0.0458039,0.00296787,9.49719e-05,182.894,73.9017,0,2.89188,840.63,114.792137146,3.80588054657,86.1750708589,0.294467230584,963.286512823,5827.66426022,0.934018840292,0.568828901536,2.14805293147,2455876.88842,2455876.99038,-26275.1838739,0,20,5.01706752092,4,132.671108217,0.886310517788,0.951682388783,3.63823838494e-07,0.0057422263034,0.339720738945,
2M03033027+7944165,29,62.5885,14.7,0.043,14.112,0.055,13.977,0.061,0.0716042,RJCE_WISE_ALLSKY ,45.876157,79.737938,128.803837208,18.4057461002,0,0,NOMAD               ,4825.24,91.4667,2.52359,0.106893,-0.398286,0.04105,1,RG ,1.26604,0.409975,0.0474321,0.00499063,11387.4,108.089,3,58.4474,859.67,460.505523682,12.0700330734,933.09035644,33.7593883687,7008.85941772,168.764416993,0.431614231148,0.0604637802164,-0.652703481218,2456518.22457,2456311.49534,15414295.6159,-6.33656363946,14,45.8322291584,23,693.842014531,0.812099814415,0.94420927763,0.0244338356144,0.409319341401,1.67723362295,
2M03072395+7944317,10,75.2853,13.675,0.023,13.021,0.035,12.805,0.026,0.198288,RJCE_WISE_ALLSKY ,46.849832,79.742142,128.957938042,18.4991563922,18,-22,NOMAD               ,4439.9,91.5,4.88263,0.11,0.0041513,0.05,2,MS ,0.662735,0.042415,0.00227888,7.29241e-05,296.452,17.4871,0,2.1505,279.234,369.908477783,51.3251190186,43.9981689577,0.231088862819,20449.9806717,1502.45444268,0.277222708859,0.0137530167476,1.12843428434,2456283.17567,2456281.46736,-10321728.3752,4.18771082357,15,0.515949969046,4,85.1207503001,0.733492553234,0.856458187103,0.0345813625076,0.322567539783,0.163261783026,
2M03080601+7950502,30,166.329,13.499,0.028,12.884,0.037,12.799,0.028,0.0275399,RJCE_WISE_ALLSKY ,47.025059,79.847298,128.927443958,18.6049196189,0,0,NOMAD               ,5075.7,91.4667,3.25034,0.106893,-0.0976567,0.0359812,1,RG ,1.71737,1.11669,0.0239278,0.00720047,3492.38,156.531,3,21.1311,859.67,160.81854248,35.1459770203,184.479322821,1.31960076702,7105.02343624,43.5517646263,0.00437987499509,0.00590111199085,2.93177692655,2455887.43297,2455927.14107,-32534.8340667,0,14,39.3586894016,25,204.083316283,0.937066376209,0.868500769138,0.00685573210915,0.303666303612,0.681363022571,
2M03123190+8018137,30,100.369,14.066,0.029,13.36,0.04,13.289,0.036,0.14229,RJCE_WISE_ALLSKY ,48.132945,80.303818,128.839445233,19.0926843403,6,16,NOMAD               ,4352.8,91.5,4.59406,0.11,-0.15592,0.05,2,MS ,0.627149,0.0401375,0.00302112,9.6676e-05,493.37,288.404,0,3.22093,859.67,275.321166992,19.3566360474,9.17557555178,0.00326447839643,8101.06886594,116.107895414,0.414231608601,0.0109405988385,1.76038531929,2455820.66524,2455820.76998,-160729.507404,0.0600757190288,19,40.107937672,24,341.436443874,0.968007802963,0.955222010612,0.000381111534019,0.0562509786547,0.0693332600156,
2M03145671+8003470,10,115.698,13.001,0.026,12.468,0.032,12.373,0.028,0.0201964,RJCE_WISE_ALLSKY ,48.736328,80.063057,129.06995848,18.9475825603,0,0,NOMAD               ,4966.5,91.5,4.58545,0.11,0.0088944,0.05,2,MS ,0.811323,0.0519246,0.00349632,0.000111882,436.648,36.8316,0,3.25999,279.234,141.87286377,4.24062824249,144.644974234,2.49756331151,1152.69999012,4886.43341895,0.82280253031,0.668193504041,0.602096423776,2456403.29991,2456401.86534,-25957.340317,0,10,4.00879475697,5,108.502235804,0.74191993475,0.837595403194,4.21376217864e-06,0.0142139073146,0.497165008181,
2M03192158+7942033,10,112.134,13.195,0.024,12.543,0.031,12.437,0.03,0.16065,RJCE_WISE_ALLSKY ,49.839925,79.70092,129.453585356,18.7554526841,-8,-12,NOMAD               ,4421,91.5,4.4903,0.11,-0.17017,0.05,2,MS ,0.653605,0.0418307,0.00346528,0.000110889,384.125,266.651,0,3.72447,279.234,198.998023987,2.55810976028,23.7575017784,0.0673769503903,1022.5274568,245.851772778,0.372223024867,0.0690353238299,1.29233037526,2456282.06956,2456281.61933,5285187.30527,-2.14874012126,12,0.724434504047,4,56.4808276589,0.942883372307,0.936213970184,2.10422865056e-06,0.00974581830127,0.138992058325,
2M03221892+7846028,10,117.055,13.129,0.024,12.546,0.031,12.411,0.018,0.0458994,RJCE_WISE_ALLSKY ,50.578855,78.767464,130.133043509,18.0664308175,0,0,NOMAD               ,4961.88,91.4667,3.04744,0.106893,-0.0278388,0.0360878,1,RG ,1.98726,4.30377,0.0325125,0.0349777,3872.52,174.859,3,28.0724,89.8004,122.132217407,112.952087402,106.378133118,4.200540817,19282.0920627,574.315491109,0.25175690339,0.0255822924194,1.19596072245,2455877.79177,2455874.08572,387600650.429,-157.83338869,13,2.15593394245,4,66.4667936261,0.866575956345,0.889873206615,0.0716276968986,0.828011425273,0.437933808485,
2M03225614+7935522,14,121.891,13.398,0.024,12.743,0.032,12.558,0.023,0.161568,RJCE_WISE_ALLSKY ,50.733954,79.597855,129.655,18.7626186044,-8,0,NOMAD               ,4243.2,91.5,3.92524,0.11,-0.11071,0.05,2,MS ,0.752386,0.0481527,0.00708482,0.000226714,800.78,289.331,0,8.21492,412.819,204.457366943,125.935119629,10.7477653931,0.00932729390347,29902.29602,121.033015699,0.021591786087,0.00310940332607,-1.64611756584,2456266.39803,2456271.63742,-60846.011814,0,23,26.3777068302,9,337.313038858,0.931895971298,0.905271232128,0.0297543253003,0.325802951201,0.068203919347,
2M03252046+7909078,10,107.509,13.631,0.027,12.963,0.031,12.766,0.03,0.157896,RJCE_WISE_ALLSKY ,51.335258,79.152191,130.023212744,18.4640636275,0,0,NOMAD               ,4162.7,91.5,4.58319,0.11,-0.31111,0.05,2,MS ,0.560669,0.0358828,0.00288673,9.23754e-05,350.299,295.903,0,3.27032,89.8004,296.829193115,2.90505290031,4.61969813162,0.00792186936528,1956.95812908,421.475087253,0.653784981115,0.0816405971952,0.657066530807,2455819.18981,2455819.07031,-19476801.5529,7.89940277556,19,2.90667800582,4,233.47929326,0.90051305294,0.897948503494,1.55423868954e-06,0.00794966635649,0.044347301317,
2M03262508+8007344,29,174.919,13.519,0.028,12.96,0.032,12.849,0.032,0.0835378,RJCE_WISE_ALLSKY ,51.604512,80.126228,129.460460971,19.2810953053,0,0,NOMAD               ,4863.91,91.4667,3.27532,0.106893,0.0121006,0.0338465,1,RG ,1.33009,6.36906,0.0204608,0.0489229,2890.48,57.9947,3,20.4049,853.595,131.445541382,28.0372581482,1168.5496104,53.3238238246,22799.7902747,6454.41651758,0.545045893306,0.016517389025,1.75244893327,2456847.83735,2456856.21028,99445931.2932,-40.518878423,11,14.452976507,23,94.3311803438,0.822572648525,0.816651523113,0.845717403029,2.18710339439,1.24866826711,
2M03280181+4707518,13,95.081,13.633,0.03,13.194,0.033,13.032,0.028,0.0587523,RJCE_WISE_PARTSKY,52.007564,47.131069,148.621590149,-7.77955043836,2.8,-1.5,NOMAD               ,6320.5,91.5,4.07185,0.11,0.16556,0.05,2,SG ,1.40336,0.0898153,0.00832301,0.000266336,1481.05,3869.85,0,6.69066,399.852,283.951049805,3.36237025261,154.836496561,1.99860253179,1379.25613036,448.646312252,0.0842405414859,0.241068069527,-2.03543601441,2455910.1862,2455974.18363,-4333083.92827,1.73492915312,13,6.28550254796,7,332.242240669,0.784276485443,0.907853901386,4.16476770866e-05,0.044359197596,0.618815003655,
2M03281799+4621291,14,135.252,13.498,0.035,12.836,0.032,12.594,0.025,0.252451,RJCE_WISE_PARTSKY,52.074963,46.358101,149.103383868,-8.38953545242,0,0,NOMAD               ,4142,91.5,4.697,0.11,0.11796,0.05,2,MS ,0.605999,0.0387839,0.00262735,8.40752e-05,284.968,98.6135,0,2.78867,399.852,145.305374146,33.4085426331,104.944007265,0.918110698766,8909.80209253,765.248919329,0.416760182712,0.0473145924763,-1.17567750509,2455874.89392,2455836.48187,1829949.54664,-0.746204521811,15,5.32317454785,8,115.577033681,0.747371613979,0.855599582195,0.00577695751534,0.148735118418,0.318315574957,
2M03321708+7951573,14,154.094,13.315,0.027,12.654,0.03,12.493,0.026,0.166158,RJCE_WISE_ALLSKY ,53.071193,79.865929,129.841730404,19.2254490198,-12,10,NOMAD               ,4242.4,91.5,4.77838,0.11,-0.10427,0.05,2,MS ,0.597417,0.0382347,0.00240817,7.70613e-05,263.612,89.8811,0,2.4884,859.67,189.584983826,8.59255409241,185.198258856,1.32990606454,1199.87239583,0,0.933100866591,0.0342826743985,2.21630944826,2455844.38422,2455844.63806,8601258.75127,-3.53417781374,16,9.35444894401,8,206.751410834,0.858145713806,0.83594250679,1.54161771702e-06,0.00826903501604,0.530682199568,
2M03325390+8047161,29,111.792,13.734,0.027,13.236,0.033,13.162,0.029,0.0220323,RJCE_WISE_ALLSKY ,53.224613,80.787827,129.265570698,19.9710722007,4,-8,NOMAD               ,5299.3,91.5,4.50071,0.11,0.30172,0.05,2,MS ,0.975718,0.062446,0.00420437,0.00013454,775.499,2278.47,0,3.67058,859.67,214.133911133,46.1372756958,38.0630150361,0.0561763529581,15367.6468445,78.9460429646,0.263378302163,0.00379004476475,-1.08849840887,2455829.08014,2455814.75497,-8984.56777113,0,20,33.6506632049,24,258.714702086,0.973215639591,0.96168333292,0.0128503299501,0.27135735154,0.186502464411,
2M03360098+8032080,23,141.097,13.688,0.026,13.206,0.043,13.04,0.033,0.038556,RJCE_WISE_ALLSKY ,54.004116,80.535583,129.537115719,19.850914928,0,0,NOMAD               ,5139.6,91.5,4.64672,0.11,0.14384,0.05,2,MS ,0.876676,0.0561072,0.003398,0.000108736,581.756,712.684,0,2.99203,859.67,168.205352783,4.62212848663,207.233683664,1.66520559507,2162.24570488,262.679296887,0.730096182891,0.0410470375611,1.36460129108,2455906.08605,2455905.35669,-3187234.45483,1.28884533087,11,15.7846829237,17,170.679817178,0.935141265392,0.919986248016,6.92654218653e-05,0.0387169242096,0.637302172598,
2M03360422+4600053,13,108.263,13.925,0.028,13.262,0.035,13.076,0.03,0.107406,RJCE_WISE_PARTSKY,54.017613,46.00148,150.419102729,-7.8996721035,0.3,-7,NOMAD               ,5337.51,91.4667,3.38686,0.106893,-0.0138416,0.038618,1,RG ,2.00803,8.18787,0.0221103,0.0449959,3642.13,244.646,3,17.455,399.852,196.824432373,2.69957995415,2.63726940223,0.000579814074387,1559.44369188,2798.38950146,0.477914189605,0.512809904747,3.08370640114,2455827.05747,2455827.31541,1166040.03752,-0.482190922011,21,8.8626138258,7,202.589994342,0.882494390011,0.756956994534,7.02380342837e-07,0.0142146798995,0.0469088967807,
